date,open,high,low,close
8/10/1987,1.7232,1.7232,1.6339,1.7232
8/11/1987,1.7679,1.7946,1.7411,1.7679
8/12/1987,1.7679,1.7768,1.7232,1.7411
8/13/1987,1.7411,1.7946,1.7321,1.75
8/14/1987,1.7321,1.7857,1.7143,1.75
8/17/1987,1.7679,1.7857,1.7411,1.7679
8/18/1987,1.7589,1.7679,1.7232,1.7411
8/19/1987,1.7679,1.7857,1.75,1.7857
8/20/1987,1.7946,1.875,1.7768,1.8482
8/21/1987,1.8482,1.9196,1.8393,1.8929
8/24/1987,1.8929,1.9107,1.8661,1.8661
8/25/1987,1.8839,1.9018,1.8571,1.8571
8/26/1987,1.8929,1.9107,1.8571,1.8571
8/27/1987,1.8661,1.8839,1.8393,1.8571
8/28/1987,1.8571,1.875,1.8393,1.8571
8/31/1987,1.8661,1.9375,1.8482,1.9286
9/1/1987,1.9554,1.9732,1.875,1.875
9/2/1987,1.8571,1.9018,1.8125,1.8571
9/3/1987,1.875,1.8839,1.7946,1.8304
9/4/1987,1.8304,1.8482,1.7857,1.8036
9/8/1987,1.7946,1.8036,1.7321,1.7814
9/9/1987,1.7946,1.8929,1.7679,1.8839
9/10/1987,1.9018,1.9464,1.8975,1.9196
9/11/1987,1.9286,1.9821,1.8839,1.9464
9/14/1987,1.9554,1.9732,1.8839,1.8929
9/15/1987,1.8929,1.8929,1.8393,1.8482
9/16/1987,1.8482,1.8796,1.8304,1.8482
9/17/1987,1.8571,1.8661,1.8214,1.8571
9/18/1987,1.8571,1.8661,1.835,1.8482
9/21/1987,1.8482,1.8839,1.7946,1.7946
9/22/1987,1.8036,1.9375,1.7946,1.9332
9/23/1987,1.9332,2,1.9196,1.9732
9/24/1987,1.9732,2.0671,1.9732,2.0179
9/25/1987,2.0268,2.0714,2.0179,2.0536
9/28/1987,2.0536,2.0982,1.9821,1.9911
9/29/1987,2,2,1.9375,1.9464
9/30/1987,1.9375,2.0357,1.9375,2.0179
10/1/1987,2.0268,2.0982,2.0179,2.0804
10/2/1987,2.0804,2.0982,2.0536,2.0893
10/5/1987,2.0893,2.1339,2.0625,2.1161
10/6/1987,2.125,2.125,1.9821,1.9911
10/7/1987,1.9821,1.9911,1.9375,1.9821
10/8/1987,1.9821,2,1.9018,1.9375
10/9/1987,1.9375,1.9821,1.9286,1.9332
10/12/1987,1.9375,1.9421,1.8482,1.9018
10/13/1987,1.9464,1.9554,1.9018,1.9464
10/14/1987,1.9196,1.9286,1.8571,1.9018
10/15/1987,1.9018,1.9464,1.8482,1.8571
10/16/1987,1.8661,1.8929,1.6964,1.7232
10/19/1987,1.7232,1.7232,1.2679,1.3036
10/20/1987,1.375,1.5,1.1654,1.2321
10/21/1987,1.375,1.5,1.3571,1.4464
10/22/1987,1.4018,1.4464,1.2857,1.3125
10/23/1987,1.2768,1.3036,1.2232,1.2679
10/26/1987,1.2321,1.25,0.9864,1
10/27/1987,1.0536,1.1518,1.0357,1.0804
10/28/1987,1.0982,1.2054,1.0446,1.1964
10/29/1987,1.2232,1.4286,1.1518,1.4107
10/30/1987,1.4286,1.5357,1.375,1.3796
11/2/1987,1.3839,1.4107,1.3393,1.3839
11/3/1987,1.3571,1.375,1.2232,1.2946
11/4/1987,1.2679,1.3304,1.2411,1.2857
11/5/1987,1.2946,1.3839,1.2946,1.3571
11/6/1987,1.3661,1.4107,1.3214,1.3482
11/9/1987,1.3214,1.3393,1.2946,1.3304
11/10/1987,1.3036,1.3393,1.2857,1.2946
11/11/1987,1.3304,1.3661,1.3125,1.3304
11/12/1987,1.375,1.4286,1.3707,1.3839
11/13/1987,1.4018,1.4107,1.3214,1.3304
11/16/1987,1.3482,1.375,1.3036,1.3125
11/17/1987,1.3125,1.3214,1.25,1.25
11/18/1987,1.2768,1.3036,1.2321,1.2946
11/19/1987,1.3036,1.3036,1.2143,1.2321
11/20/1987,1.2143,1.2857,1.1875,1.2679
11/23/1987,1.2679,1.2946,1.2411,1.2946
11/24/1987,1.3125,1.3482,1.2904,1.3214
11/25/1987,1.3214,1.3214,1.2857,1.3036
11/27/1987,1.2946,1.3036,1.2411,1.25
11/30/1987,1.2054,1.2321,1.0893,1.1786
12/1/1987,1.1964,1.2143,1.1696,1.1875
12/2/1987,1.1875,1.1964,1.1607,1.1607
12/3/1987,1.1786,1.1921,1.0625,1.0893
12/4/1987,1.0804,1.1161,1.0625,1.0982
12/7/1987,1.1071,1.1875,1.1071,1.1786
12/8/1987,1.1964,1.2457,1.1875,1.2321
12/9/1987,1.2321,1.2946,1.21,1.25
12/10/1987,1.2054,1.2857,1.1875,1.2411
12/11/1987,1.2411,1.2411,1.1964,1.2143
12/14/1987,1.2321,1.3393,1.2232,1.3304
12/15/1987,1.3482,1.3661,1.3214,1.3393
12/16/1987,1.3482,1.4196,1.3304,1.4018
12/17/1987,1.4464,1.4554,1.4018,1.4018
12/18/1987,1.4107,1.4732,1.4018,1.4464
12/21/1987,1.4464,1.4911,1.4375,1.4911
12/22/1987,1.4911,1.4911,1.4464,1.4821
12/23/1987,1.4911,1.5268,1.4732,1.5089
12/24/1987,1.5,1.5357,1.4911,1.5225
12/28/1987,1.5089,1.5179,1.4107,1.4375
12/29/1987,1.4464,1.5089,1.4375,1.5046
12/30/1987,1.5179,1.5625,1.5179,1.5493
12/31/1987,1.5179,1.5357,1.4957,1.5
1/4/1988,1.5268,1.5982,1.5089,1.5982
1/5/1988,1.6429,1.6518,1.5804,1.5939
1/6/1988,1.6071,1.6071,1.5625,1.5625
1/7/1988,1.5536,1.5982,1.5179,1.5893
1/8/1988,1.5893,1.6161,1.4107,1.4286
1/11/1988,1.4286,1.5268,1.4196,1.5179
1/12/1988,1.5357,1.5536,1.4196,1.5
1/13/1988,1.5,1.5446,1.4689,1.5089
1/14/1988,1.5268,1.5314,1.5,1.5089
1/15/1988,1.5536,1.6071,1.5179,1.5314
1/18/1988,1.5357,1.5357,1.5,1.5268
1/19/1988,1.5089,1.5446,1.4779,1.5268
1/20/1988,1.5357,1.5357,1.3661,1.4196
1/21/1988,1.4464,1.4554,1.4064,1.4332
1/22/1988,1.4464,1.4554,1.3661,1.4018
1/25/1988,1.4107,1.4821,1.4107,1.46
1/26/1988,1.4554,1.4643,1.4018,1.4196
1/27/1988,1.4375,1.4464,1.3839,1.4196
1/28/1988,1.4286,1.4821,1.4196,1.4732
1/29/1988,1.4821,1.4911,1.4375,1.4821
2/1/1988,1.4911,1.5179,1.4779,1.4911
2/2/1988,1.4821,1.4957,1.4464,1.4732
2/3/1988,1.4643,1.4732,1.4018,1.4107
2/4/1988,1.4107,1.4332,1.3929,1.4196
2/5/1988,1.4286,1.4421,1.375,1.3796
2/8/1988,1.375,1.4018,1.3482,1.3839
2/9/1988,1.3929,1.4243,1.3839,1.4196
2/10/1988,1.4196,1.4821,1.4196,1.4643
2/11/1988,1.4643,1.4732,1.4375,1.4511
2/12/1988,1.4511,1.4821,1.4464,1.4643
2/16/1988,1.4643,1.4732,1.4286,1.4732
2/17/1988,1.4732,1.5179,1.4732,1.4957
2/18/1988,1.4868,1.5268,1.4821,1.4911
2/19/1988,1.4911,1.5,1.4821,1.4911
2/22/1988,1.4821,1.5582,1.4821,1.5446
2/23/1988,1.5446,1.5625,1.5089,1.5268
2/24/1988,1.5268,1.5357,1.5,1.5089
2/25/1988,1.5,1.5357,1.4911,1.4911
2/26/1988,1.5,1.5089,1.4732,1.4911
2/29/1988,1.4911,1.5446,1.4821,1.5357
3/1/1988,1.5446,1.5536,1.5179,1.5446
3/2/1988,1.5625,1.6071,1.5536,1.5982
3/3/1988,1.5893,1.6786,1.5893,1.6607
3/4/1988,1.6429,1.6786,1.625,1.6743
3/7/1988,1.6696,1.7054,1.6607,1.6743
3/8/1988,1.6696,1.6786,1.6429,1.6518
3/9/1988,1.6518,1.6875,1.6518,1.6696
3/10/1988,1.6786,1.6875,1.6161,1.6161
3/11/1988,1.625,1.6339,1.5893,1.6339
3/14/1988,1.6339,1.6607,1.625,1.6518
3/15/1988,1.6429,1.6518,1.5982,1.6071
3/16/1988,1.6029,1.6564,1.5893,1.6475
3/17/1988,1.6518,1.6607,1.5982,1.6071
3/18/1988,1.6071,1.625,1.5804,1.5982
3/21/1988,1.585,1.5939,1.5357,1.5671
3/22/1988,1.5714,1.5893,1.5446,1.5714
3/23/1988,1.5714,1.5714,1.4957,1.5179
3/24/1988,1.4911,1.5179,1.4286,1.46
3/25/1988,1.4554,1.4732,1.4286,1.4332
3/28/1988,1.4286,1.4911,1.4107,1.4821
3/29/1988,1.4821,1.5,1.4511,1.4643
3/30/1988,1.4554,1.4732,1.3839,1.4107
3/31/1988,1.4196,1.4464,1.4018,1.4286
4/4/1988,1.4196,1.4464,1.375,1.3839
4/5/1988,1.4018,1.4107,1.375,1.4018
4/6/1988,1.4107,1.4911,1.3929,1.4911
4/7/1988,1.4911,1.5136,1.4554,1.4554
4/8/1988,1.4554,1.4911,1.4196,1.4643
4/11/1988,1.4911,1.5,1.4643,1.4821
4/12/1988,1.4911,1.5089,1.4732,1.4911
4/13/1988,1.4911,1.5,1.4643,1.4732
4/14/1988,1.4464,1.4821,1.3929,1.4107
4/15/1988,1.4196,1.4286,1.375,1.4107
4/18/1988,1.4196,1.4554,1.4018,1.4286
4/19/1988,1.4332,1.4821,1.4332,1.4375
4/20/1988,1.4375,1.4464,1.4018,1.4196
4/21/1988,1.4421,1.4464,1.3929,1.4107
4/22/1988,1.4196,1.4375,1.4107,1.4332
4/25/1988,1.4375,1.4643,1.4286,1.46
4/26/1988,1.4643,1.4911,1.4554,1.4821
4/27/1988,1.4911,1.5,1.4821,1.4911
4/28/1988,1.4911,1.5,1.4732,1.4779
4/29/1988,1.4732,1.4821,1.4464,1.4643
5/2/1988,1.4554,1.4732,1.4464,1.4643
5/3/1988,1.4643,1.5089,1.4554,1.4911
5/4/1988,1.4957,1.5404,1.4911,1.5
5/5/1988,1.5,1.5089,1.4821,1.4911
5/6/1988,1.4868,1.4911,1.4732,1.4732
5/9/1988,1.4732,1.4732,1.4464,1.4554
5/10/1988,1.4464,1.4643,1.4375,1.46
5/11/1988,1.4375,1.4554,1.4107,1.4107
5/12/1988,1.4107,1.4375,1.4107,1.4196
5/13/1988,1.4375,1.4464,1.4286,1.4464
5/16/1988,1.4464,1.4779,1.4286,1.4732
5/17/1988,1.4821,1.5,1.4375,1.4464
5/18/1988,1.4464,1.4554,1.4107,1.4196
5/19/1988,1.4107,1.4196,1.375,1.3929
5/20/1988,1.4018,1.4107,1.3839,1.3839
5/23/1988,1.375,1.3886,1.335,1.3571
5/24/1988,1.3571,1.3929,1.3482,1.3886
5/25/1988,1.3929,1.4196,1.375,1.375
5/26/1988,1.375,1.4107,1.375,1.4064
5/27/1988,1.4018,1.4286,1.3929,1.4196
5/31/1988,1.4286,1.4821,1.4196,1.4821
6/1/1988,1.4821,1.5179,1.4732,1.5179
6/2/1988,1.5,1.5179,1.4821,1.4911
6/3/1988,1.4911,1.5446,1.4911,1.5357
6/6/1988,1.5268,1.5714,1.5268,1.5714
6/7/1988,1.5625,1.6161,1.5536,1.5714
6/8/1988,1.5804,1.625,1.5714,1.6071
6/9/1988,1.6071,1.6161,1.5446,1.5536
6/10/1988,1.5536,1.5982,1.5357,1.5893
6/13/1988,1.6071,1.6161,1.5804,1.6071
6/14/1988,1.6161,1.6429,1.6071,1.6161
6/15/1988,1.6161,1.6339,1.6071,1.6339
6/16/1988,1.6071,1.6161,1.5804,1.5893
6/17/1988,1.5982,1.5982,1.5804,1.5982
6/20/1988,1.585,1.5982,1.5714,1.5761
6/21/1988,1.5714,1.6071,1.5671,1.6029
6/22/1988,1.625,1.6386,1.6071,1.6296
6/23/1988,1.6339,1.6339,1.6071,1.6071
6/24/1988,1.6071,1.625,1.5893,1.6071
6/27/1988,1.5893,1.6207,1.5893,1.5893
6/28/1988,1.5982,1.6518,1.5893,1.6518
6/29/1988,1.6429,1.6696,1.6339,1.6564
6/30/1988,1.6518,1.6696,1.6429,1.6518
7/1/1988,1.6607,1.6743,1.6518,1.6607
7/5/1988,1.6607,1.6875,1.6475,1.6875
7/6/1988,1.6832,1.6964,1.6475,1.6607
7/7/1988,1.6607,1.6607,1.6161,1.6386
7/8/1988,1.625,1.6429,1.6071,1.6161
7/11/1988,1.625,1.625,1.6029,1.6118
7/12/1988,1.6071,1.6161,1.5893,1.5982
7/13/1988,1.5982,1.6071,1.5804,1.5982
7/14/1988,1.5982,1.6161,1.5893,1.6071
7/15/1988,1.6071,1.625,1.5982,1.6071
7/18/1988,1.6207,1.6429,1.6161,1.625
7/19/1988,1.6071,1.625,1.5671,1.5982
7/20/1988,1.5982,1.6071,1.5714,1.5804
7/21/1988,1.5625,1.5714,1.5268,1.5357
7/22/1988,1.5357,1.5446,1.5179,1.5179
7/25/1988,1.5268,1.5446,1.5089,1.5268
7/26/1988,1.5268,1.5446,1.5089,1.5268
7/27/1988,1.5268,1.5446,1.5179,1.5268
7/28/1988,1.5179,1.5357,1.5089,1.5225
7/29/1988,1.5446,1.5893,1.5357,1.585
8/1/1988,1.5893,1.6339,1.5804,1.6071
8/2/1988,1.6071,1.625,1.5893,1.5939
8/3/1988,1.5982,1.5982,1.5714,1.5982
8/4/1988,1.5982,1.6161,1.5893,1.5939
8/5/1988,1.5893,1.6071,1.5804,1.5804
8/8/1988,1.5893,1.5982,1.5714,1.5714
8/9/1988,1.5714,1.5804,1.5357,1.5536
8/10/1988,1.5625,1.5625,1.4911,1.4957
8/11/1988,1.5089,1.5446,1.5,1.5446
8/12/1988,1.5357,1.5357,1.5089,1.5179
8/15/1988,1.5089,1.5089,1.4464,1.4732
8/16/1988,1.4643,1.5446,1.4554,1.5179
8/17/1988,1.5179,1.5268,1.4911,1.5
8/18/1988,1.5,1.5357,1.4911,1.5179
8/19/1988,1.5179,1.5268,1.4464,1.4554
8/22/1988,1.4375,1.4554,1.4107,1.4196
8/23/1988,1.4196,1.4375,1.4018,1.4107
8/24/1988,1.4196,1.4554,1.4107,1.4554
8/25/1988,1.4375,1.4464,1.4018,1.4332
8/26/1988,1.4286,1.4554,1.4286,1.4375
8/29/1988,1.4554,1.4643,1.4464,1.46
8/30/1988,1.4554,1.4643,1.4286,1.46
8/31/1988,1.4643,1.4689,1.4107,1.4243
9/1/1988,1.4196,1.4196,1.375,1.3886
9/2/1988,1.4107,1.4286,1.3929,1.4196
9/6/1988,1.4286,1.4286,1.3839,1.3886
9/7/1988,1.3929,1.4107,1.3482,1.3661
9/8/1988,1.3661,1.4107,1.3482,1.3839
9/9/1988,1.3839,1.4643,1.3482,1.4464
9/12/1988,1.4643,1.4911,1.4332,1.4643
9/13/1988,1.4375,1.4732,1.4286,1.4643
9/14/1988,1.4911,1.5136,1.4821,1.5
9/15/1988,1.5,1.5268,1.4821,1.4868
9/16/1988,1.4821,1.5268,1.4779,1.5089
9/19/1988,1.5,1.5089,1.4732,1.4911
9/20/1988,1.4911,1.5089,1.4779,1.4821
9/21/1988,1.4911,1.5357,1.4821,1.5268
9/22/1988,1.5357,1.5714,1.5268,1.5714
9/23/1988,1.5536,1.5804,1.5536,1.5625
9/26/1988,1.5625,1.5714,1.5179,1.5268
9/27/1988,1.5179,1.5536,1.5179,1.5493
9/28/1988,1.5536,1.5761,1.5446,1.5536
9/29/1988,1.5625,1.5804,1.5536,1.5714
9/30/1988,1.5714,1.5714,1.5446,1.5446
10/3/1988,1.5357,1.5446,1.5,1.5179
10/4/1988,1.5089,1.5268,1.4689,1.4821
10/5/1988,1.4732,1.4911,1.4464,1.46
10/6/1988,1.4464,1.46,1.4018,1.4196
10/7/1988,1.3929,1.4196,1.3707,1.4196
10/10/1988,1.4107,1.4196,1.3393,1.375
10/11/1988,1.3661,1.4107,1.3661,1.3929
10/12/1988,1.375,1.3929,1.3571,1.3839
10/13/1988,1.375,1.4196,1.375,1.3929
10/14/1988,1.4107,1.4107,1.3618,1.3839
10/17/1988,1.375,1.3929,1.3661,1.375
10/18/1988,1.3929,1.4107,1.3661,1.4064
10/19/1988,1.4196,1.4554,1.4107,1.4286
10/20/1988,1.4286,1.4868,1.4286,1.4821
10/21/1988,1.4732,1.4911,1.4554,1.4643
10/24/1988,1.4732,1.4732,1.4154,1.4286
10/25/1988,1.4375,1.4375,1.4196,1.4243
10/26/1988,1.4286,1.4286,1.375,1.4018
10/27/1988,1.3839,1.4018,1.3661,1.3929
10/28/1988,1.3929,1.4107,1.375,1.375
10/31/1988,1.3839,1.3839,1.3393,1.3796
11/1/1988,1.375,1.3839,1.3482,1.3571
11/2/1988,1.3661,1.3661,1.3125,1.3304
11/3/1988,1.3304,1.3393,1.3125,1.3261
11/4/1988,1.3125,1.3571,1.3125,1.3482
11/7/1988,1.3304,1.3482,1.3214,1.3393
11/8/1988,1.3393,1.3839,1.335,1.375
11/9/1988,1.3661,1.4064,1.3571,1.4018
11/10/1988,1.4107,1.4196,1.3929,1.4107
11/11/1988,1.3929,1.4154,1.375,1.375
11/14/1988,1.3839,1.3929,1.3661,1.3886
11/15/1988,1.3929,1.4018,1.3839,1.3929
11/16/1988,1.3929,1.4018,1.3482,1.3571
11/17/1988,1.3571,1.375,1.3571,1.3661
11/18/1988,1.375,1.375,1.3571,1.3571
11/21/1988,1.3393,1.3482,1.2946,1.3082
11/22/1988,1.3036,1.3171,1.2857,1.2904
11/23/1988,1.2768,1.3214,1.2679,1.3171
11/25/1988,1.2946,1.3125,1.2857,1.3036
11/28/1988,1.3036,1.3125,1.2857,1.3036
11/29/1988,1.3036,1.3125,1.2857,1.3125
11/30/1988,1.3125,1.3571,1.3125,1.3439
12/1/1988,1.3482,1.3929,1.3393,1.3839
12/2/1988,1.3661,1.4243,1.3571,1.4018
12/5/1988,1.4107,1.4286,1.3839,1.4107
12/6/1988,1.4018,1.4196,1.3929,1.4107
12/7/1988,1.3929,1.4107,1.3839,1.4064
12/8/1988,1.4018,1.4018,1.3839,1.3975
12/9/1988,1.4018,1.4107,1.3839,1.3975
12/12/1988,1.4018,1.4107,1.375,1.375
12/13/1988,1.375,1.3839,1.3661,1.3839
12/14/1988,1.375,1.4286,1.375,1.4196
12/15/1988,1.4286,1.4464,1.4018,1.4107
12/16/1988,1.4107,1.4464,1.4018,1.4332
12/19/1988,1.4375,1.4643,1.4286,1.4554
12/20/1988,1.4643,1.4821,1.4511,1.4643
12/21/1988,1.4643,1.5,1.4643,1.4911
12/22/1988,1.4911,1.5,1.4554,1.4643
12/23/1988,1.4643,1.4779,1.4643,1.4689
12/27/1988,1.4643,1.4821,1.4464,1.4464
12/28/1988,1.4464,1.4554,1.4196,1.4375
12/29/1988,1.4375,1.4554,1.4375,1.4464
12/30/1988,1.4464,1.4732,1.4375,1.4375
1/3/1989,1.4375,1.4464,1.4286,1.4421
1/4/1989,1.4554,1.5046,1.4464,1.5
1/5/1989,1.5,1.5446,1.4732,1.5089
1/6/1989,1.5089,1.5536,1.5089,1.5225
1/9/1989,1.5357,1.5404,1.5089,1.5357
1/10/1989,1.5179,1.5314,1.4821,1.5225
1/11/1989,1.5089,1.5179,1.4732,1.5046
1/12/1989,1.5089,1.5357,1.5,1.5268
1/13/1989,1.5268,1.5536,1.5136,1.5446
1/16/1989,1.5446,1.5714,1.5357,1.5625
1/17/1989,1.5446,1.5536,1.4286,1.4421
1/18/1989,1.4554,1.4689,1.4107,1.4196
1/19/1989,1.4464,1.4643,1.4286,1.4464
1/20/1989,1.4464,1.4821,1.4375,1.4643
1/23/1989,1.4554,1.4732,1.4554,1.4643
1/24/1989,1.4643,1.4911,1.4554,1.4868
1/25/1989,1.4911,1.5,1.4643,1.4821
1/26/1989,1.4554,1.5046,1.4511,1.4911
1/27/1989,1.3661,1.4018,1.2946,1.3439
1/30/1989,1.3439,1.3571,1.3304,1.335
1/31/1989,1.3304,1.3482,1.3125,1.3482
2/1/1989,1.3482,1.4154,1.335,1.4018
2/2/1989,1.4107,1.4375,1.4018,1.4196
2/3/1989,1.4286,1.4375,1.3929,1.4018
2/6/1989,1.4107,1.4107,1.3661,1.375
2/7/1989,1.3661,1.4018,1.3661,1.3929
2/8/1989,1.3929,1.4107,1.3571,1.3661
2/9/1989,1.3661,1.3929,1.3571,1.3661
2/10/1989,1.3661,1.3661,1.3214,1.3304
2/13/1989,1.3125,1.3304,1.3125,1.3214
2/14/1989,1.3171,1.3214,1.2589,1.2768
2/15/1989,1.2768,1.2946,1.2679,1.2946
2/16/1989,1.2946,1.3304,1.2857,1.2993
2/17/1989,1.2946,1.3214,1.2946,1.3125
2/21/1989,1.3171,1.3482,1.3125,1.3393
2/22/1989,1.3304,1.3393,1.3036,1.3125
2/23/1989,1.3036,1.3214,1.2946,1.3125
2/24/1989,1.3214,1.3214,1.2857,1.2857
2/27/1989,1.2857,1.3036,1.2768,1.3036
2/28/1989,1.3036,1.3125,1.2857,1.2946
3/1/1989,1.2946,1.3036,1.2679,1.2857
3/2/1989,1.2768,1.2946,1.2411,1.25
3/3/1989,1.2589,1.2589,1.2143,1.2411
3/6/1989,1.25,1.2814,1.2321,1.2679
3/7/1989,1.2679,1.2857,1.25,1.2768
3/8/1989,1.2725,1.2946,1.2589,1.2589
3/9/1989,1.2589,1.2768,1.2321,1.2321
3/10/1989,1.2321,1.25,1.2232,1.25
3/13/1989,1.25,1.2679,1.2411,1.25
3/14/1989,1.25,1.2679,1.2457,1.2589
3/15/1989,1.2589,1.2679,1.2411,1.25
3/16/1989,1.25,1.2679,1.2321,1.2589
3/17/1989,1.2321,1.2768,1.2143,1.2457
3/20/1989,1.25,1.2589,1.2321,1.2457
3/21/1989,1.2679,1.2679,1.2411,1.2457
3/22/1989,1.2232,1.2411,1.2054,1.21
3/23/1989,1.2143,1.2321,1.2054,1.2279
3/27/1989,1.2232,1.2321,1.1964,1.2054
3/28/1989,1.2143,1.2321,1.2143,1.2143
3/29/1989,1.2143,1.2321,1.2143,1.2232
3/30/1989,1.2232,1.25,1.2143,1.2411
3/31/1989,1.25,1.2768,1.2411,1.2725
4/3/1989,1.2679,1.2946,1.2411,1.25
4/4/1989,1.2321,1.2457,1.21,1.2321
4/5/1989,1.2321,1.2589,1.2232,1.25
4/6/1989,1.2411,1.2904,1.2321,1.2857
4/7/1989,1.2857,1.3393,1.2857,1.335
4/10/1989,1.3304,1.3571,1.3125,1.3214
4/11/1989,1.3393,1.3571,1.3214,1.3482
4/12/1989,1.3661,1.4018,1.3529,1.375
4/13/1989,1.3839,1.4107,1.3661,1.375
4/14/1989,1.3929,1.4018,1.3661,1.3839
4/17/1989,1.375,1.4018,1.3571,1.4018
4/18/1989,1.4107,1.4464,1.4018,1.4332
4/19/1989,1.4286,1.4868,1.4196,1.46
4/20/1989,1.4554,1.4821,1.4375,1.4554
4/21/1989,1.4464,1.46,1.4196,1.4332
4/24/1989,1.4286,1.4375,1.4107,1.4332
4/25/1989,1.4286,1.4464,1.4196,1.4286
4/26/1989,1.4286,1.4375,1.3975,1.4196
4/27/1989,1.4107,1.4286,1.3929,1.4064
4/28/1989,1.4018,1.4107,1.375,1.3929
5/1/1989,1.375,1.4018,1.375,1.3929
5/2/1989,1.3929,1.4375,1.3929,1.4243
5/3/1989,1.4196,1.4554,1.4196,1.4375
5/4/1989,1.4375,1.4732,1.4286,1.4643
5/5/1989,1.5179,1.5268,1.4821,1.4821
5/8/1989,1.4821,1.5089,1.4821,1.5089
5/9/1989,1.5,1.5357,1.5,1.5179
5/10/1989,1.5357,1.5536,1.5179,1.5446
5/11/1989,1.5446,1.5804,1.5357,1.5671
5/12/1989,1.5893,1.6071,1.5714,1.6071
5/15/1989,1.5982,1.6518,1.5982,1.6429
5/16/1989,1.6429,1.6518,1.6071,1.6207
5/17/1989,1.6161,1.625,1.6071,1.6161
5/18/1989,1.6161,1.625,1.5982,1.5982
5/19/1989,1.5982,1.6518,1.5982,1.6339
5/22/1989,1.6339,1.6518,1.6161,1.6429
5/23/1989,1.6429,1.6429,1.6161,1.625
5/24/1989,1.6161,1.7054,1.6161,1.7054
5/25/1989,1.6875,1.75,1.6875,1.7232
5/26/1989,1.7232,1.75,1.7143,1.7321
5/30/1989,1.7232,1.75,1.6921,1.6964
5/31/1989,1.6964,1.7189,1.6786,1.7054
6/1/1989,1.7054,1.7589,1.6964,1.7411
6/2/1989,1.7321,1.7679,1.7321,1.75
6/5/1989,1.7411,1.75,1.6607,1.6786
6/6/1989,1.6696,1.6786,1.6518,1.6696
6/7/1989,1.6696,1.7321,1.6696,1.7232
6/8/1989,1.7321,1.75,1.6875,1.7011
6/9/1989,1.6875,1.7054,1.6607,1.6786
6/12/1989,1.6696,1.7054,1.6518,1.6964
6/13/1989,1.6964,1.7411,1.6786,1.7321
6/14/1989,1.75,1.7946,1.7232,1.7725
6/15/1989,1.7679,1.7768,1.6964,1.6964
6/16/1989,1.5982,1.625,1.5536,1.5893
6/19/1989,1.5893,1.5982,1.5536,1.5714
6/20/1989,1.5714,1.5714,1.5089,1.5357
6/21/1989,1.5357,1.5536,1.5089,1.5179
6/22/1989,1.5179,1.5625,1.5,1.5446
6/23/1989,1.5446,1.5804,1.5446,1.5671
6/26/1989,1.5714,1.5714,1.5446,1.5536
6/27/1989,1.5625,1.5804,1.5179,1.5225
6/28/1989,1.5089,1.5089,1.4643,1.4911
6/29/1989,1.4643,1.4732,1.4286,1.4511
6/30/1989,1.4464,1.4911,1.4107,1.4732
7/3/1989,1.4911,1.4911,1.4554,1.4554
7/5/1989,1.4464,1.4554,1.4286,1.4464
7/6/1989,1.4554,1.4911,1.4375,1.4732
7/7/1989,1.4732,1.5,1.4464,1.4732
7/10/1989,1.4643,1.4732,1.4286,1.4464
7/11/1989,1.4554,1.4643,1.4196,1.4196
7/12/1989,1.4196,1.4375,1.4107,1.4286
7/13/1989,1.4286,1.4643,1.4107,1.4511
7/14/1989,1.4554,1.4643,1.4196,1.4554
7/17/1989,1.4554,1.4732,1.4196,1.4554
7/18/1989,1.4554,1.4554,1.3839,1.4018
7/19/1989,1.4107,1.4554,1.3929,1.4464
7/20/1989,1.4554,1.4732,1.4196,1.4286
7/21/1989,1.4196,1.4286,1.3929,1.4286
7/24/1989,1.4196,1.4196,1.4018,1.4018
7/25/1989,1.4018,1.4196,1.3571,1.3839
7/26/1989,1.3661,1.375,1.3482,1.3661
7/27/1989,1.3661,1.4107,1.3571,1.4018
7/28/1989,1.4018,1.4196,1.3929,1.4064
7/31/1989,1.4018,1.4286,1.3929,1.4196
8/1/1989,1.4196,1.4375,1.4018,1.4243
8/2/1989,1.4196,1.4464,1.4107,1.4464
8/3/1989,1.4464,1.4821,1.4464,1.4732
8/4/1989,1.4732,1.5268,1.4689,1.5268
8/7/1989,1.5357,1.5714,1.5225,1.5625
8/8/1989,1.5536,1.5982,1.5536,1.5761
8/9/1989,1.5714,1.6339,1.5671,1.5714
8/10/1989,1.5714,1.5714,1.5268,1.5446
8/11/1989,1.5714,1.5714,1.4732,1.4957
8/14/1989,1.4821,1.5,1.4464,1.4554
8/15/1989,1.4554,1.4821,1.4554,1.4779
8/16/1989,1.4821,1.4911,1.4286,1.4421
8/17/1989,1.4375,1.4732,1.4286,1.4643
8/18/1989,1.4911,1.5179,1.4821,1.5089
8/21/1989,1.5089,1.5446,1.5,1.5089
8/22/1989,1.5,1.5357,1.5,1.5314
8/23/1989,1.5357,1.5804,1.5179,1.5625
8/24/1989,1.5625,1.5893,1.5536,1.5761
8/25/1989,1.5714,1.6071,1.5714,1.5982
8/28/1989,1.5893,1.6071,1.5714,1.5982
8/29/1989,1.5982,1.6071,1.5625,1.5761
8/30/1989,1.5714,1.5982,1.5714,1.5893
8/31/1989,1.5893,1.6071,1.5804,1.5893
9/1/1989,1.5893,1.5982,1.5804,1.5939
